sessionState,sensorTimeMicros,phoneTimeMs,sampleNumber,aX,aY,aZ,gX,gY,gZ,batteryCharge,batteryVoltage,rssi
200,0,1773659208385,0,0.001221,0.000977,0.000122,-61.035156,61.035156,-3.151834,86,0.000000,0
200,0,1773659208388,0,0.001221,0.000732,0.000122,-20.751953,75.683594,-195.312500,86,0.000000,0
200,0,1773659208389,0,0.001343,0.000366,-0.000732,-3.662109,61.035156,-208.740234,86,0.000000,0
200,0,1773659208435,0,0.000732,-0.001709,-0.000977,-23.193359,29.296875,-130.615234,86,0.000000,0
200,0,1773659208437,0,0.001465,-0.000732,0.000488,120.849609,64.697266,-3.407498,86,0.000000,0
200,0,1773659208438,0,0.001831,-0.000366,0.000366,126.953125,62.255859,-3.492719,86,0.000000,0
200,0,1773659208483,0,0.001831,0.000977,-0.000366,141.601562,2.441406,-223.388672,86,0.000000,0
200,0,1773659208484,0,0.001099,0.000610,-0.000122,20.751953,21.972656,-220.947266,86,0.000000,0
200,0,1773659208485,0,0.000366,-0.000366,-0.000244,20.751953,9.765625,-4.451457,86,0.000000,0
200,0,1773659208533,0,0.000610,0.000488,-0.000122,111.083984,-14.648438,-3.769688,86,0.000000,0
200,0,1773659208534,0,0.001343,0.000610,-0.000244,-57.373047,15.869141,-3.002697,86,0.000000,0
200,0,1773659208538,0,0.000977,0.000122,-0.000366,-95.214844,18.310547,-95.214844,86,0.000000,0
200,0,1773659208580,0,0.000854,0.000000,-0.000244,-85.449219,25.634766,-2.193096,86,0.000000,0
200,0,1773659208581,0,0.000977,0.000000,-0.000122,-70.800781,21.972656,-2.001348,86,0.000000,0
200,0,1773659208582,0,0.000854,0.000000,-0.000122,-50.048828,17.089844,-1.958738,86,0.000000,0
200,0,1773659208628,0,0.000854,0.000000,-0.000244,-2.441406,2.441406,-1.873517,86,0.000000,0
200,0,1773659208629,0,0.000977,0.000000,-0.000244,3.662109,0.000000,-1.766990,86,0.000000,0
200,0,1773659208629,0,0.000977,0.000000,-0.000244,-10.986328,2.441406,-1.681769,86,0.000000,0
200,0,1773659208680,0,0.000854,0.000000,-0.000244,-29.296875,7.324219,-1.575243,86,0.000000,0
200,0,1773659208680,0,0.000854,0.000000,-0.000244,-37.841797,8.544922,-1.511327,86,0.000000,0
200,0,1773659208681,0,0.000854,0.000000,-0.000244,-35.400391,8.544922,-1.532632,86,0.000000,0
200,0,1773659208774,0,0.000854,0.000000,-0.000122,-29.296875,4.882812,-31.738281,86,0.000000,0
