sessionState,prevStepMs,sensorLocation,spm,stepCounter,gpsStepLength
200,1773660079841,LEFT_ANKLE,92.909462,257,0.000000
200,1773660080483,RIGHT_ANKLE,94.607033,258,0.000000
200,1773660081158,LEFT_ANKLE,90.280800,259,0.000000
200,1773660081843,RIGHT_ANKLE,90.237358,260,0.000000
200,1773660082524,LEFT_ANKLE,88.453285,261,0.000000
200,1773660083111,RIGHT_ANKLE,90.150856,262,0.000000
200,1773660083792,LEFT_ANKLE,88.366783,263,0.000000
200,1773660084378,RIGHT_ANKLE,92.808708,264,0.000000
200,1773660085056,LEFT_ANKLE,92.938652,265,0.000000
200,1773660085649,RIGHT_ANKLE,97.296883,266,0.000000
200,1773660086323,LEFT_ANKLE,92.898926,267,0.000000
200,1773660086913,RIGHT_ANKLE,97.298706,268,0.000000
200,1773660087591,LEFT_ANKLE,92.898926,269,0.000000
200,1773660088228,RIGHT_ANKLE,94.797577,270,0.000000
200,1773660088907,LEFT_ANKLE,90.569298,271,0.000000
200,1773660089546,RIGHT_ANKLE,92.194603,272,0.000000
200,1773660090222,LEFT_ANKLE,90.383217,273,0.000000
200,1773660090815,RIGHT_ANKLE,92.281883,274,0.000000
200,1773660091493,LEFT_ANKLE,90.383217,275,0.000000
200,1773660092130,RIGHT_ANKLE,92.281883,276,0.000000
200,1773660092762,LEFT_ANKLE,92.628540,277,0.000000
200,1773660093351,RIGHT_ANKLE,96.769554,278,0.000000
200,1773660094033,LEFT_ANKLE,92.541267,279,0.000000
200,1773660094667,RIGHT_ANKLE,94.588478,280,0.000000
200,1773660095296,LEFT_ANKLE,94.987816,281,0.000000
200,1773660095984,RIGHT_ANKLE,92.667755,282,0.000000
200,1773660096661,LEFT_ANKLE,90.413353,283,0.000000
200,1773660097296,RIGHT_ANKLE,92.583900,284,0.000000
200,1773660097977,LEFT_ANKLE,90.406738,285,0.000000
200,1773660098612,RIGHT_ANKLE,90.406738,286,0.000000
200,1773660099242,LEFT_ANKLE,92.534218,287,0.000000
200,1773660099879,RIGHT_ANKLE,94.389305,288,0.000000
200,1773660100561,LEFT_ANKLE,92.261810,289,0.000000
200,1773660101100,RIGHT_ANKLE,94.639275,290,0.000000
200,1773660101732,LEFT_ANKLE,94.788780,291,0.000000
200,1773660102318,RIGHT_ANKLE,97.172432,292,0.000000
200,1773660102998,LEFT_ANKLE,95.187019,293,0.000000
200,1773660103636,RIGHT_ANKLE,97.123222,294,0.000000
200,1773660104313,LEFT_ANKLE,92.535622,295,0.000000
200,1773660104902,RIGHT_ANKLE,94.845909,296,0.000000
200,1773660105582,LEFT_ANKLE,90.301819,297,0.000000
200,1773660106173,RIGHT_ANKLE,94.730995,298,0.000000
200,1773660106848,LEFT_ANKLE,93.012672,299,0.000000
200,1773660107438,RIGHT_ANKLE,97.368874,300,0.000000
200,1773660108115,LEFT_ANKLE,93.012672,301,0.000000
200,1773660108707,RIGHT_ANKLE,97.254356,302,0.000000
200,1773660109335,LEFT_ANKLE,95.260551,303,0.000000
200,1773660110022,RIGHT_ANKLE,95.173012,304,0.000000
200,1773660110650,LEFT_ANKLE,93.236366,305,0.000000
200,1773660111287,RIGHT_ANKLE,95.091438,306,0.000000
200,1773660111966,LEFT_ANKLE,92.699394,307,0.000000
200,1773660112555,RIGHT_ANKLE,92.699394,308,0.000000
200,1773660113236,LEFT_ANKLE,92.699394,309,0.000000
200,1773660113822,RIGHT_ANKLE,94.808105,310,0.000000
200,1773660114505,LEFT_ANKLE,92.779518,311,0.000000
200,1773660115091,RIGHT_ANKLE,97.454124,312,0.000000
200,1773660115722,LEFT_ANKLE,95.193993,313,0.000000
200,1773660116358,RIGHT_ANKLE,97.271950,314,0.000000
200,1773660116991,LEFT_ANKLE,94.737831,315,0.000000
200,1773660117626,RIGHT_ANKLE,94.787361,316,0.000000
200,1773660118303,LEFT_ANKLE,94.538185,317,0.000000
200,1773660118942,RIGHT_ANKLE,94.241508,318,0.000000
200,1773660119619,LEFT_ANKLE,92.337067,319,0.000000
200,1773660120257,RIGHT_ANKLE,92.188965,320,0.000000
200,1773660120890,LEFT_ANKLE,92.188965,321,0.000000
200,1773660121478,RIGHT_ANKLE,94.242439,322,0.000000
200,1773660122204,LEFT_ANKLE,92.485634,323,0.000000
200,1773660122793,RIGHT_ANKLE,96.899391,324,0.000000
200,1773660123472,LEFT_ANKLE,95.006508,325,0.000000
200,1773660124013,RIGHT_ANKLE,97.424538,326,0.000000
200,1773660124690,LEFT_ANKLE,92.953033,327,0.000000
200,1773660125329,RIGHT_ANKLE,94.796852,328,0.000000
200,1773660126006,LEFT_ANKLE,90.383095,329,0.000000
200,1773660126644,RIGHT_ANKLE,92.188965,330,0.000000
200,1773660127323,LEFT_ANKLE,90.383095,331,0.000000
200,1773660127961,RIGHT_ANKLE,92.188965,332,0.000000
200,1773660128593,LEFT_ANKLE,92.238014,333,0.000000
200,1773660129183,RIGHT_ANKLE,94.341492,334,0.000000
200,1773660129858,LEFT_ANKLE,92.623161,335,0.000000
200,1773660130451,RIGHT_ANKLE,96.720337,336,0.000000
200,1773660131174,LEFT_ANKLE,95.002014,337,0.000000
200,1773660131718,RIGHT_ANKLE,97.254738,338,0.000000
200,1773660132391,LEFT_ANKLE,93.074120,339,0.000000
200,1773660132983,RIGHT_ANKLE,97.228271,340,0.000000
200,1773660133661,LEFT_ANKLE,92.999992,341,0.000000
200,1773660134298,RIGHT_ANKLE,94.898643,342,0.000000
200,1773660134978,LEFT_ANKLE,90.613380,343,0.000000
200,1773660135615,RIGHT_ANKLE,92.292877,344,0.000000
200,1773660136243,LEFT_ANKLE,92.292877,345,0.000000
200,1773660136835,RIGHT_ANKLE,94.641479,346,0.000000
200,1773660137513,LEFT_ANKLE,92.742836,347,0.000000
200,1773660138056,RIGHT_ANKLE,97.028099,348,0.000000
200,1773660138731,LEFT_ANKLE,95.260551,349,0.000000
200,1773660139368,RIGHT_ANKLE,94.810585,350,0.000000
200,1773660139956,LEFT_ANKLE,95.040405,351,0.000000
200,1773660140684,RIGHT_ANKLE,95.040405,352,0.000000
200,1773660141312,LEFT_ANKLE,92.873940,353,0.000000
